date,time,temp_celsius,high,low,weather,status,report_type,today_forecast,tomorrow_forecast,snow_12hr,snow_24hr,snow_48hr,snow_overnight,snow_7days,snow_total,snow_snowmaking,snow_peak,snow_plateau
2019-03-05,22:58:05.110624,-4,-3,-10,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny. High: -3 Low: -10,Cloudy with a chance of flurries. High: -1 Low: -6,0,0,0,0,10,440,95,300,218
2019-03-06,06:06:40.636798,-3,0,-6,Mainly cloudy skies,Unlimited Visibility, 6:00 AM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,0,0,0,0,5,440,95,300,216
2019-03-06,08:15:05.745643,0,0,-6,Mainly cloudy skies,Unlimited Visibility, 8:00 AM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,0,0,0,0,5,440,95,300,216
2019-03-06,10:17:36.789304,0,0,-6,Mainly cloudy skies,Unlimited Visibility, 9:00 AM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,0,0,0,0,5,440,95,300,214
2019-03-06,12:27:30.857363,0,0,-6,Lightly snowing skies,Unlimited Visibility,12:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,0,0,0,0,5,440,95,300,212
2019-03-06,14:38:45.670582,-1,0,-6,Lightly snowing skies,Unlimited Visibility, 2:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,0,0,0,0,5,440,95,300,212
2019-03-06,16:48:27.654912,-1,0,-6,Lightly snowing skies,Unlimited Visibility, 4:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,4,4,4,0,9,444,95,300,212
2019-03-06,19:01:31.849310,-2,0,-6,Low overcast skies,Variable Visibility, 6:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,6,6,6,0,11,446,95,300,216
2019-03-06,21:05:35.605350,-3,0,-6,Lightly snowing skies,Variable Visibility, 8:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,8,8,8,0,13,448,95,300,216
2019-03-06,23:14:19.403169,-4,0,-6,Lightly snowing skies,Unlimited Visibility,10:00 PM Report,Increasing cloudiness through the morning with flurries beginning in the afternoon. High: 0 Low: -6,Flurries. High: -4 Low: -6,10,10,10,0,15,450,95,300,218
